c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
76,VALLE DEL CAUCA,76520,PALMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,51,51,510,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76233,DAGUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,50,50,350,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76606,RESTREPO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,48,33,281,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76845,ULLOA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,44,41,410,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,43,40,400,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76318,GUACARI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,28,28,280,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76377,LA CUMBRE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,28,10,115,11.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76100,BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,16,112,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76892,YUMBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,24,264,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76834,TULUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,23,20,190,9.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76828,TRUJILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,19,19,152,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76041,ANSERMANUEVO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,18,15,153,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76001,CALI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,17,13,101,7.77,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76670,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,14,12,106,9.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76111,BUGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,11,10,80,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76275,FLORIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,7,79,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76364,JAMUNDI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,7,60,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76823,TORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,7,63,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76616,RIOFRIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,3,34,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76497,OBANDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,4,36,9.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76563,PRADERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,4,32,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76869,VIJES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,4,48,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
91,AMAZONAS,91001,LETICIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,38,15,94,6.27,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
91,AMAZONAS,91540,PUERTO NARIÑO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,32,12,75,6.25,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5607,RETIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,507,218,3056,14.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5679,SANTA BARBARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,340,310,2635,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5376,LA CEJA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,255,74,1073,14.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5490,NECOCLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,230,130,1300,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5756,SONSON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,200,80,480,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5837,TURBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,197,111,1110,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5318,GUARNE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,188,130,1690,13.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5002,ABEJORRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,165,105,578,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5467,MONTEBELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,154,134,1608,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,150,150,1275,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5861,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,114,54,648,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5045,APARTADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,110,104,728,7.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,90,90,1100,12.22,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5541,PEÑOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,86,26,143,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5282,FREDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,80,30,360,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5664,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,79,17,44,2.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5674,SAN VICENTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,75,5,15,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5093,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,70,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5440,MARINILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,60,40,360,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5789,TAMESIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,60,38,456,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5036,ANGELOPOLIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,58,8,84,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,53,8,48,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5364,JARDIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,48,16,192,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5847,URRAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,45,38,302,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5809,TITIRIBI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,44,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5059,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,41,5,24,4.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5631,SABANETA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,35,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5887,YARUMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,33,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5642,SALGAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,31,9,108,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5656,SAN JERONIMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,26,23,92,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,25,24,108,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5842,URAMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,25,5,18,3.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,20,12,120,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5206,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,19,6,9,1.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,18,13,130,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5209,CONCORDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5792,TARSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,14,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5145,CARAMANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,13,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5034,ANDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,10,10,54,5.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5591,PUERTO TRIUNFO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,6,6,55,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,5,5,50,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5310,GOMEZ PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5368,JERICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5380,LA ESTRELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,4,4,20,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5091,BETANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5425,MACEO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,3,3,30,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5150,CAROLINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5628,SABANALARGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,3500,2700,32400,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13654,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,700,600,10800,18.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13006,ACHI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,80,80,720,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13268,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,60,60,900,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13074,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,18,18,198,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13667,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,15,15,150,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13673,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,5,2,12,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15681,SAN PABLO DE BORBUR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,34,34,428,12.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15212,COPER,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,31,25,279,11.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15572,PUERTO BOYACA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,10,10,90,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15753,SOATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,3,2,16,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15507,OTANCHE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15514,PAEZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17495,NORCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,265,249,1120,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17616,RISARALDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2008,2008,250,66,632,9.58,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
